enemy,3,45,0,4,0
enemy,3,45,-6,4,0
enemy,3,45,6,4,0
enemy,3,60,0,4,0
enemy,3,60,-6,4,0
enemy,3,60,6,4,0
enemy,1,7,8,7,0
enemy,1,7,-8,5.8,0
enemy,1,14,8,5.8,0
enemy,1,14,-8,7,0
enemy,1,22,8,7,0
enemy,1,22,-8,5.8,0
enemy,1,29,8,5.8,0
enemy,1,29,-8,7,0
enemy,1,37,8,7,0
enemy,1,37,-8,5.8,0
enemy,1,44,8,5.8,0
enemy,1,44,-8,7,0
enemy,1,52,8,7,0
enemy,1,52,-8,5.8,0
enemy,1,59,8,5.8,0
enemy,1,59,-8,7,0
boss,2,73,0,3,0
bullet,6,5,-3,5.5,0
bullet,6,5,3,5.5,0
bullet,6,11,1,5.5,0
bullet,6,11,-1,5.5,0
bullet,6,17,-4,5.5,0
bullet,6,17,4,5.5,0
bullet,6,23,1,5.5,0
bullet,6,23,-1,5.5,0
bullet,6,29,-5,5.5,0
bullet,6,29,5,5.5,0
bullet,6,35,9,5.5,0
bullet,6,35,-9,5.5,0
bullet,6,41,-2,5.5,0
bullet,6,41,2,5.5,0
bullet,6,47,6,5.5,0
bullet,6,47,-6,5.5,0
bullet,6,53,-5,5.5,0
bullet,6,53,5,5.5,0
bullet,6,59,3,5.5,0
bullet,6,59,-3,5.5,0
bullet,5,15,-8,5.5,0
bullet,5,15,8,5.5,0
bullet,5,21,4,5.5,0
bullet,5,21,-4,5.5,0
bullet,5,27,-6,5.5,0
bullet,5,27,6,5.5,0
bullet,5,33,2,5.5,0
bullet,5,33,-2,5.5,0
bullet,5,39,6,5.5,0
bullet,5,39,-6,5.5,0
bullet,5,45,4,5.5,0
bullet,5,45,-4,5.5,0
bullet,5,51,3,5.5,0
bullet,5,51,-3,5.5,0
bullet,5,57,-3,5.5,0
bullet,5,57,3,5.5,0
bullet,4,13,-5,5.5,0
bullet,4,13,5,5.5,0
bullet,4,19,8,5.5,0
bullet,4,19,-8,5.5,0
bullet,4,25,-9,5.5,0
bullet,4,25,9,5.5,0
bullet,4,31,7,5.5,0
bullet,4,31,-7,5.5,0
bullet,4,37,-9,5.5,0
bullet,4,37,9,5.5,0
bullet,4,43,3,5.5,0
bullet,4,43,-3,5.5,0
bullet,4,49,-2,5.5,0
bullet,4,49,2,5.5,0
bullet,4,55,3,5.5,0
bullet,4,55,-3,5.5,0
bullet,3,3,0,5.5,0
bullet,3,6,0,5.5,0
bullet,3,9,0,5.5,0
bullet,3,11,0,5.5,0
bullet,3,14,0,5.5,0
bullet,3,17,0,5.5,0
bullet,3,19,0,5.5,0
bullet,3,22,0,5.5,0
bullet,3,25,0,5.5,0
bullet,3,27,0,5.5,0
bullet,3,30,0,5.5,0
bullet,3,33,0,5.5,0
bullet,3,35,0,5.5,0
bullet,3,38,0,5.5,0
bullet,3,41,0,5.5,0
bullet,3,43,0,5.5,0
bullet,3,46,0,5.5,0
bullet,3,49,0,5.5,0
bullet,3,51,0,5.5,0
bullet,3,54,0,5.5,0
bullet,3,57,0,5.5,0
bullet,3,59,0,5.5,0
bullet,23_1,2,0,9,0
bullet,23_1,5,0,9,0
bullet,23_1,10,0,9,0
bullet,23_1,15,0,9,0
bullet,23_1,20,0,9,0
bullet,23_1,25,0,9,0
bullet,23_1,30,0,9,0
bullet,23_1,35,0,9,0
bullet,23_1,40,0,9,0
bullet,23_1,45,0,9,0
bullet,23_1,50,0,9,0
bullet,23_1,55,0,9,0
